user_id,recipe_id,date,rating,review
136726,197160,2006-11-25,5,"I used this mix to make meat balls.Very simple to put together.  I made a batch to put in the freezer too. I find meatballs are really handy to have around just add sauce and cheese for pasta meal or appetizer or for subs or snack.  These turned out to be very good I did add some garlic, but other than that I followed the recipe. The cinnamon in this added something to this that sets it apart from most meatball recipes I tried. Thanks for posting."
68960,200236,2006-12-19,4,"We really enjoyed this and so did both my young daughters. For this recipe I decided my crockpot would be perfect. I basically followed the recipe exactally except instead of adding the flour to the onions, I made a mix of flour, salt and pepper in a bag and then tossed the lamb to coat before browning. I added the spices to the onion/garlic to toast them slightly before deglazing with stock. Because I used the crockpot I cut the stock back to about 1/2 - 3/4 cup and used all the canned tomatoes. I added the canned chickpeas about an hour before serving.  This ended up cooking in the crockpot on low for about 6-7 hours. Served with Recipe #96875 this is a fabulous, filling family meal. Thank you for posting."
618928,200236,2007-10-17,4,this is an excellent got 'lamb and a tin of chickpeas what should I cook' recipe. I used our slow cooker too. I made it for 4-5 people ( so 680grms lamb).I followed the recipe but used a can of tomatoes and alittle stock ( maybe 1/4 cup) and transfered the simmered tomatoes to the lamb waiting in the slow cooker. On low for about 5-6 hrs perfect!
217118,200236,2008-04-18,5,"This was a lovely Morrocan style dish. I halved the recipe and made it on the stove top like a stew. I added a bit more stock to keep it from drying out. I left off the parsley and/or cilantro, didn't have any. Served with some warm pita type flat breads. I have a VERY picky Husband that even enjoyed this dish."
2000049093,200236,2015-03-08,5,"I love lamb stew and usually make an Irish version with potatoes, celery, carrots, onions or something close.  Now and then I&#039;m looking for a change of pace.  Using this recipe as a basis this turned out a really tasty and healthy lamb stew.   I plan to alternate this with the Irish style.  Mmm.  

I used the canned tomatoes, chickpeas, onion, garlic, also a little celery, a jalapeno pepper, and diced-up carrot and malanga root.  Used cumin, cinnamon, ginger, rosemary,  and cloves as well as salt and pepper.  Nice peppy flavor.

Looks great as well, if I get the camera working hope to send a picture."
202555,225241,2007-06-20,5,"My husband has just found out that he had to cut down on fat. He..like a lot of Okies is a solid meat and potato guy. 
It has been really hard to find things that he likes to eat but this recipe fit the bill. Has a wonderful flavor and we didn't miss the beef at all with this.
I would highly recommend!!!"
353579,225241,2007-08-14,5,"Very good, made with ingredients I usually have.  I didn't want to heat up my kitchen, so I did the final cooking in the microwave, which worked just fine.  Thanks for posting!"
635209,225241,2007-11-06,4,"Thought this was a great Core recipe.  My 79-year-old mom loved it too.  I did multiply the proportions x 3 or 4 so I could use whole cans of beans/Ro-tel tomatoes.  Also just added whole egg to the topping due to time and it was very good, but probably not as light as with egg white. I also was out of chicken broth and just used water and upped the seasonings; and used part shredded chicken and part canned chicken breast.  I made it spicy and served it with fat-free sour cream on top.  A winner!!"
681408,225241,2008-03-14,0,This is a very good recipe.  We also want to cut back on the fat content in our diet . Very tasty dish!!!
684460,225241,2009-01-18,5,We really liked this recipe - something different with chicken is always good to find.  The topping is really good - the kids thought it looked like a twinkie.  They really liked it; even if it wasn't a giant twinkie.
900992,225241,2009-02-19,3,"The ""cornbread"" on top is bland. I'd us a real cornbread recipe and put it on top instead."
135017,254596,2007-09-29,5,"I am extremely picky about my crockpot recipes (don't like most). This one was great! I made a half-recipe with 1 lb. of pork chops. Because my crockpot tends to burn meat (it's old, with the element on the bottom), I put the fruit mixture in first, then put the chops on top. I then spooned some of the fruit mixture on top of the meat. While at work I remembered I forgot to halve the wine (hee hee) but they still turned out just fine. Thanks, lazyme!
P.S.  I forgot to note that I did not do the cornstarch part and it was fine -- it made a juicy gravy that was nice with the mashed potatoes I also made.  Also, I did not have fresh cranberries and used a scant 1/2 cup of craisins instead, and that was fine, too.  It's all good, lazyme!"
224088,254596,2007-10-21,4,"Pork + fruit + crockpot = awesome.

A very good recipe!  Like the other reviewer, we used only about a pound of pork chops, had to sub dried cranberries and didn't bother with the cornstarch.  I didn't really chop things up, just quartered and cored the apples and threw the dried apricots in wholeâ€”everything cooked down to bits. I also skipped the wine.  The apricots and cranberries provided a very intense, rich taste that went great with the pork.  Thanks for the recipe!"
582223,254596,2007-12-09,5,really good my 18 month old loved it and she's really picky. I wasn't sure what type of wine to use so I used red. Thanks for the recipe!
1413963,254596,2009-10-15,5,One word says it all . Delicious!!!
483827,306785,2008-07-15,5,Being a  huge fan of America's Test Kitchen  I just had  to try this and I am  sure glad I did. It is really good. Sweet  corn is  just  coming in season here  and I have  chives in my herb garden so I had all the  best ingredients. I did  use a Jalapeno from the  garden instead of the  habanero. I  just made this and I plan to have it with some chicken. I'll  bet you could use some nice peaches to change it up a bit.      Thanks for posting .
56680,79222,2006-11-11,5,"Oh, This was wonderful!  Had a soup and salad dinner and most people barely ate salad, LOL.  This doubled easily and reheats well too!"
5060,310237,2010-05-07,5,"wow red and white sweetness!  DH loved them , I found them a bit two sweet for me but a nice change to serve strawberries.  very easy recipe, but I think 8 ounces of strawvberries is not enough, if I make them again I will double the strawberries and use about half of the cool whip. (I use light cool whip.)  Thanks for posting."
935485,321038,2009-06-22,5,Being a healthy bar this is very good.  I make just a couple of changes.  I used stevia instead of splenda.  I used recipe #81194 for the egg substitue.  And I used pure vanilla extract instead of the coffee mate.  I will be making a lot of these!
539686,321038,2011-03-28,5,My very health conscious daughter and I tripled this recipe and love them as cookie-sized treats. Very filling and healthy too. Thanks for posting.
6258,20930,2002-07-09,5,"Jan, what an interesting combination of flavors.
Really unique and very tasty.  I am so proud of myself because I am growing an herb garden and I had the chives and oregano (fresh).  You didn't specify whether the sundried tomatoes were oil packed or dry, so I chose the dry ones since you had olive oil listed.  I didn't have the pine nuts, so I used sunflower seeds, and that worked out well.  I loved eating this salad...no real cooking on a hot evening.  I will make this one again.  I am wondering how fresh tarragon would be instead of the oregano?  Maybe I will be brave and make it that way soon.  If I do, I will let you know how the substitution fit in.  Thanks for posting this one!"
102602,20930,2003-10-26,5,"Jan, we love your pasta salad, it's delicious. I've never used chives in a pasta salad before, it adds a very nice flavor. I made a few changes, I omitted the bacon and served the pine nuts on the side (DS HATES pine nuts). I added some extra garlic, a grating of parmesan cheese and some fresh basil (couldn't resist, it's grows right next to the oregano and chives in my garden). I'll be making this again... soon. Thanks for posting this recipe! "
172467,29093,2009-08-24,5,"Lucious cake, firm on the outside, warm and creamy inside. Looks like you slaved away all day but the directions are easy. I will definitely make this again. it's a keeper! Thanks for posting."
2042100,29093,2011-10-23,5,"Amazing recipe! The cakes taste even better than the ones you get in most restaurants. Everyone loves it! Easy and on the spot.<br/><br/>Usually I divide it by 3, since there's only my fiancee and me in my house and the regular amount can last for a week."
2002068522,29093,2018-03-26,0,i made it and it was amazing
58332,41090,2003-02-25,4,"The flavor of the vinegar was a little too ""whang!"" for me so I added a little olive oil.  This tempered the acidity and made a really good lunch. Thank you!"
160497,41090,2007-04-22,5,"I have made this several times now.  I substitute regular white vinegar for the white wine vinegar and the whole family enjoys this!  The dressing does not overwhelm the flavors of the vegetables. I also have doubled the recipe, using one can black beans and one can red beans with two cans white beans for a different color combination."
67026,60656,2004-05-08,4,Good basic recipe that i used as the basis of some great red sauce.  Thanks!
183565,79222,2006-02-13,5,"Wow!  My family loves this recipe and it is a great winter meal.  I do have to say that I adjusted a little but the base remains the same.  Here's what I did different:  I peeled my potatoes and diced them very small. I left out the creamed corn, nutmeg, cayenne pepper, and parsley.  Instead I used approx. 1 tsp of Old Bay seasoning. Then right before I stirred in the crab meat, I used my potato masher to mash up some of the potatoes.  This makes the chowder a little thicker.  These are all just my personal preferences.  I have made this several times and have forgotten to review it.  It's awesome!  Thanks Pantry Chef Starkey."
101823,79222,2006-03-21,5,"Excellent chowder.  This was the perfect warm-up at the end of a cold, snowy day.  I used more crab meat than the recipe called for, but otherwise followed the directions.  This was so simple, and worked well to put in the crockpot to keep warm while I waited for Hubby to come home for the evening.  We will make this again."
349752,79222,2007-04-07,5,"Tasty, low fat, fast & easy!  I added 1tsp. of Old Bay Seasoning and 1 tsp. of Cajun Seasoning with a 14 oz. can of crab.  We all like the extra spice.  This recipe would satisfy DH & DS without any side dishes, but I offered saltines & a salad on the side just in case.  Definitely a keeper!"
446143,79222,2008-02-01,4,"Oh, how wonderful!  I doubled the crab, and added some carrots (and some extra broth to compensate.)  We still thought there should be more crab though.  The nutmeg flavor was wonderful and the cayenne added a tiny kick.  Lovely recipe PCS!"
226989,79222,2008-03-07,4,"DH and I enjoyed this. However I used it only as a base for a potato/seafood chowder. I made as is, except that I added about 1/4lb bacon, which I diced and fryed, tossed with 8oz crab the recipe called for and added about 1 cup pre cooked shirmp. Fryed them all together for a moment and put that all into the chowder. I also used a small can of creamed corn, as I'm not a huge fan of it. I think it needs salt for sure, I also increase the nutmeg and cayenne and added a bit of a chilli/garlic sauce. Good soup, I'll use it again."
868654,79222,2008-10-07,5,"Along with the onions we added in a square of salt pork, and fried them up till they were crisp.  We loved this soup, and we will definately have it again when we get the craving for something to warm the tummy!  Thank you!"
1143059,79222,2009-02-12,4,"I made this last nite and it was pretty good.  I will make it again, but am thinking it needs something else.  For one thing, there was no salt in the recepie and I did add that...I think next time Im going to add some shrimp and maybe more spices as I thought it was somewhat bland."
302867,79222,2010-01-05,5,Delish!  Part of my New Years resolution....  rate recipes I've tried.  Substituted Old Bay for cayenne.  Will make again.  Thanks for a keeper!
1316788,79222,2010-02-12,5,Fantastic! I used a little bit of cream since I like a thicker chowder. This was perfect though! A seafood party favorite!
1447190,79222,2010-03-18,5,"really good,I did make adjustments to my needs I used soymilk,and left out cayenne,I added 1 box container of chicken broth which I think was 32 oz? I also chopped the potatoes and onions to a mush in a food chopper so it was easier on my digestion and I served over jasmine rice."
1003295,79222,2010-03-26,5,"I might be slightly biased because I love crab in any and everything, but this was fantastic. I use cream instead of regular milk for a creamier chowder."
930021,79222,2010-06-25,5,"My favorite chowder ever. I may try it with other sea food in future. I wasn't sure about the amounts of garlic and nutmeg, but they blend in really well. I added a couple of dashes of cream."
241697,79222,2010-07-10,5,Really great recipe!! Although I did not have creamed corn..i added extra broth. It thickened up really nice!! Thank-You
980899,79222,2010-10-18,0,"I used half cream and half 1% milk, added another 1/2c cream at the end. Was without nutmeg. Added nearly a whole pkg of bacon and two 6 oz cans of crab. I will come back to rate this after I make it again using all the posted ingredients. Really yummy, I need to add the nutmeg and see what that does to the flavor."
158966,79222,2010-10-20,5,10/18/10 Update. I have to rave again about this recipe. I took the extra time to fry up some bacon and carmelize the onions in the renderings and still added the Old Bay and used the Cajun Seasoning in liu of the cayenne pepper. There were 5 people at the table but I expanded the recipe to feed 9.  I'm glad I did since nearly everyone had seconds. Even my super picky kid likes this!! ****************** 12/22/08: Absolutely fabulous!  This is  so easy to make and oh so satisfying.  I added a 1/2 teaspoon of Old Bay and used Cajun seasoning blend in place of the cayenne.  My nine year old son loved it.  Next time I will try adding some bacon like some of the other reviewers have done.  This is a keeper for sure!  Thanks ever so much for sharing.
827374,79222,2010-11-29,3,"We made this last night and really enjoyed it.  I just used canned crab meat and honestly, it didn't really seem to add much flavor to the soup. But really, this can easily just be a chunky potato soup and would be nice and tasty.  I added about 1/2 a cup of thinly sliced carrots and 1/2 a cup of peas which added some nice color, texture and flavor to things.  In addition to the listed seasonings, I used 5 Pepper Seasoning and a few dashes of Italian Seasoning to add some flavor.   Also used 12 oz. of crab and 4 c. of potatoes and added about 1/2 of a cup both broth and milk to compensate for the added volume.  Came out with a nice thickness and is a stick-to-your-ribs kinda meal."
1719774,79222,2010-12-16,5,"This was pretty good.  I could tell that my husband loved it.  Mine was spicy.  I think I added more cayenne and ground pepper than was necessary.  Also, I used pepper from a grinder instead of already ground.  I also used frozen corn instead of creamed, added more flour/cornstarch, and didn't have the nutmeg, so I didn't use it.  Thanks for the recipe."
49304,180132,2007-02-13,5,Delicious easy to make soup which we really enjoyed. Cut the recipe in half & made it just like the recipe stated. This worked really good for our low fat/ low carb diet. I will defintely be making this soup often. Thank you for posting the recipe.
152118,79222,2011-01-02,5,I enjoyed this recipe.  The only change I made was using frozen corn instead of creamed and vegetable stock instead of chicken broth.  I also added about 1/4 cup chopped shrimp since I had some in the fridge and a splash of half and half at the end.  A bit of salt as well. Yummy.
1781977,79222,2011-01-15,4,"Very good base with many options.  First time I added lump crab.  Today went straight vegetarian and sauteed tiny diced zucchini, carrots, sweet red pepper along with the listed veggies (onion, garlic, potato); very colorful and nutritious.  Both times I also added additional sweet frozen corn for a little crunch and sweetness.  Loved the nutmeg. Both times I made this chowder I used 1/2 and 1/2 instead of milk and also added 1-2 TBSP of  sherry at the very end.  Very nice combination of flavors and textures.  As stated a above, a good base with limitless combinations of broths/stocks, dairy/soy, seafoods, shredded chicken, etc."
1874846,79222,2011-04-04,0,"FABULOUS!<br/><br/>I could not afford any of the ingredients, so I just used what I had in my kitchen and that is the creamed corn. I warmed it up on medium heat for a few minutes and pretended that I was eating the Potato-Crab Chowder. UNBELIEVABLE! Thanks for this recipe."
1631574,79222,2012-12-03,5,This is an excellent recipe for crab chowder. I followed the recipe with only a few changes. I added 1/4 tsp cayenne pepper along with the black pepper. I also added about 1/4 cup of sherry at the end of cooking time. We loved it!
1802624639,79222,2014-03-30,5,"I like the nutmeg better than I expected. I did make a few changes. Added cayenne and used fresh crab meat (that I caught the day before). I also couldn&#039;t see making this without celery, so I added celery. One tip, cook this chowder a day in advance and let it set in the fridge overnight. Like most soups, stews and chowders, it&#039;s much better on day two."
1802697284,79222,2014-11-16,0,Awesome chowder! I used both canned and imitation crab. The second added a lot of flavor. I added Old Bay Seasoning as well. Truly yummy!
2002097693,79222,2018-04-05,0,Do you have cook the potatoes beforehand?
337963,87750,2006-09-19,4,"The pepper and allspice, along using bacon grease to grease the pan, made this a very flavorful cornbread.  We enjoyed it!"
226081,127155,2005-06-29,5,"this is my recipe from my website, www.finedinings.com"
185285,127155,2005-08-11,5,"This recipe contained ingredients I knew I liked, in a combonation I wasn't sure of. *Trust me*, if you typically enjoy the bleu cheese, basil & crab - THIS is a your appetizer.  DH, who is very finicky about 'weird' combos adored this dish.  Hint: If you love basil, resist being generous as it competes with the bleu cheese - and that is the base flavor.  I spinkled bleu cheese ontop before baking as well.  This is a great appetizer - thanks for sharing!!"
180087,127155,2006-01-31,5,"Great recipe.  We did use canned  crab, it was excellent.  Made the stuffing a day ahead.  We used med to small white mushroom, and found there was more stuffing than needed.  Crab around here is kind of $$$, so we will probably just make the bread crumb, bacon, & cheese stuffing next time, as we were just as satisfied with them.  Thanks for the recipe, the directions were very clear and it made for nice company appetizers."
240552,127155,2008-03-03,5,"What a wonderful delicious lunch! I made the filling and put it in a portabella.  I used my own bread crumbs, light cheese, Franks Red Hot sauce as I didn't have tobasco so used more, and imitation crab meat as that is what I had on hand.  I ate the whole thing and am quite full!! LOL!  Thanks for the great recipe!"
446143,127155,2008-06-24,5,"DH liked these a lot  Also used the filling in a large portabella cap.  I used an Italian cheese blend and added some mayo to the mixture, and melted some cheese on top too.  Skipped the egg and the wine, and used canned lump crabmeat.  Thanks!"
805572,127155,2010-06-12,5,"The best stuffed mushrooms ever..fresh crab is a must, yummy!!  I will definitely make again, thanks for the great recipe =-)"
1802811100,127155,2014-06-09,5,"These were a big hit at a recent party, and they went like hotcakes!  I didn&#039;t have fresh crab, but the canned crab worked.  They were still good, but I&#039;ll bet they&#039;ll be delicious with the fresh crab.  Either way, a big hit!"
263525,145160,2005-11-17,5,This was really great! It turned out to be really savory.  I made a few adjustments to the amout but it was delicious. Thanks!
58439,180132,2007-06-09,4,"GREAT hearty chicken soup, TRUE!
Does make you feel better too!
Comfort food as comfort can be!
Thanks for sharing this warming recipe!"
628951,180132,2007-11-13,5,Very good and tasty especially when your craving soup on a low carb diet.
2854176,180132,2013-06-07,5,"The best chicken and vegetable I have made! It&#039;s easy, very yummy and low in calories. Thank you!"
101732,180705,2008-11-05,5,You're right...it's good!! The kids loved it! (So did I) I used lean ground turkey but otherwise followed the recipe as written. Thanks so much for postng! Made for My 3 Chef's '08.
52476,181765,2006-08-15,5,"We have been eating this bbq sauce for years!  Fortunately for me I live in Northern Alabama and have access to the restaurant that originated the white bbq sauce (Big Bob Gibson's). It's my understanding that this white sauce is indicative only to Northern Alabama. The only way I have ever seen it eaten or have eaten it myself is with ""smoked"" chicken (either poured over the chicken after its done or used as a dipping sauce).  The combination of the smoked chicken and the tartness of the sauce is heavenly! I make this often in the Summer months and encourage everyone to give it a try!!  "
37722,181765,2007-03-12,5,"This is excellent and the same recipe I've always used except that we increased the amt. of pepper slightly, and added a little sugar and salt to boot. Never tried the red pepper but will. I lived for 34 years in Huntsville, AL before moving to St. Louis, and our favorite place to have white BBQ sauce was the old Greenbrier restaurant on Hwy 20. There we douse grilled chicken with the sauce, but a major treat is their heavenly hushpuppies, to which we also add the white sauce. I grill skin-on, bone-in chicken breasts pre-seasoned only with seasoned salt and serve the white sauce on the side when serving. And Sally's right: the sauce tastes a whole lot better after chilling for a few days. Finally, don't buy commercially bottled white BBQ sauce; it's usually awful. Thanks, Sally!"
135470,181765,2008-05-05,1,I did not care for this at all. All I could taste was the vinegar.
296027,182985,2007-05-19,4,"Very nice,fresh summertime martini.  I will make this again tonight and update my response,leaving out the triple sec and Chambord as an alternative method for myself. I think I really like the taste of watermelon, so I felt the other two might have detracted from the flavor I was anticipating.  Triplesec and Chambord aren't my favorite flavors,so that part may just be me - others should make it as written and determine for themselves how they like it.  I LOVED the icy almost slushines I got from shaking the frozen watermelon too (DH helpd to be sure I was vigorous enough!!)....SOOO fabulous and PINK!!! ;)  Will be making again,in 2 weeks when my friend comes in town! Great recipe addition,Lazyme - thank you!!!"
82616,195132,2006-11-16,5,"Ok, I made this last night durng one of my baking spree moments. part of it is froze and the other is GONE!!! This is a wonderful cake, great taste. I made no changes. Thanks lorrie :)"
92816,195132,2006-12-03,5,This definately deserves 5 stars.I have made various Cherry Cakes and loaves over the years but this one is the best.I love the top on this.I didn't use any icing sugar but just the nice crispy top is so tasty.I also used baking cherries not maraschino.I'll be making this one every Christmas.Thanks for posting it.
593513,195132,2010-11-19,5,I did write a review for this cake but it seems to of disappeared along with my private notes. I just noticed it because I was going to make it again this weekend. Must of went into that land far far away !!!!!   I found these very moist and delicious cakes. I had made 3 mini bundt cakes and 3 mini loaf pans. They turned out so good. At the time I didn't have the almond extract so I had used vanilla paste. This is definitely a recipe worth more than 5 stars.
1651233,195132,2011-11-14,5,Made this cake this morning and it is so good! This recipe will definitely be a part of my Christmas line up. I made it in two loaf pans and they came out beautifully! I think next time I will replace the cherries with gumdrops and see how that goes. Thanks Lorrie!
9580,208980,2007-02-05,5,"I saw this on 30 Minute Meals too!
This sandwich is amazing!  It is so good.  I omitted adding olive oil to the meatball mixture and the results were fine."
462571,208980,2007-07-05,5,"These were a snap to whip up and were fantastic! I grilled the meatballs on the BBQ, setting them in a grill pan. I served the subs open-faced rather than topping with the other half bun. These made even tastier leftovers!! Thanks for posting!"
376098,208980,2007-08-01,5,This was great! My husband said it tasted just like a chicken parm on a bun without me even telling him the name of the recipe!  We will make this again.
222139,208980,2007-09-08,5,I chose this recipe from Fall Pick A Chef.  Could not have picked out a better one.  Great lunch dinner meal.  Because I made so much I will be freezing the chicken for later use.  Thanks for posting this recipe for us to try.
674484,208980,2008-09-15,5,"Since this is one of my favorites subs, I decided to try making my own instead of going to the sub shop.  I REALLY LOVED this!  I put mine on the rolls, then added the cheese, put in the oven until cheese melted and the roll was toasted and crunchy.  What a great sandwich Jess!"
1251627,208980,2009-06-23,5,"This recipie was so great, the kids loved it. I've also made it with chicken breast on a whole wheat roll for a healthy family dinner."
456221,208980,2010-02-20,5,"This is a favorite here, too-- have made it several times.  This is also good served over pasta."
229619,208980,2011-06-26,5,I was flipping through one of Rachael Ray's cookbooks and this recipe caught my eye so I checked and sure enough it was already posted here. I did use ground turkey instead of chicken since that's what I had on hand.  It was a hit here and I'll definitely be making it again.
280271,219118,2008-11-09,4,This is so yummy. Quick to prepare and can simmer on the stove while you fix the rest of your dinner. It has a nice sweet taste that is not overpowering. Just right. We really enjoyed it. I served it with recipe #211485 and a baked potato. Thanks for posting. :)
305531,219118,2008-12-17,4,Really good carrots! There were a great side dish to go along with some grilled salmon and rice. Thanks carolinafan. Made for I Recommend Tag.
1320855,228530,2009-07-12,5,"I found this recipe by searching for healthy Indian foods. I was a bit skeptical of this recipe but I LOVED it. I was almost like candy, but for dinner and incredibly healthy.
I used extra virgin olive oil instead of vegetable, used 1 1/3 cups canned pumpkin,  chicken broth because I didn't have vegetable, sweet curry powder instead of the regular spicy kind, and the first time I made it I accidentally used ground white pepper (which has a sort of white-wine taste) and it tasted so good I used it the second time. This is a definite new regular meal. Thanks so much for sharing, I absolutely love it, especially the pumpkin-onion combination (which I'd never thought of before). One thing for anyone else trying this: my parents and sister hated it, but they are not pumpkin fans like I am. I personally don't think it tastes SUPER pumpkin-y, but that's just me. Try it out and see how you like it. I was really surprised to find that I was the only one who liked it, because it tastes like heaven to me."
